3009,2,1023,27,C-3603-1300-15,3696000,0,0,0,0,2024-06-12 13:39:17,2024-06-12 13:39:17
3010,2,2020,27,C-3603-1300-15,794447400,0,0,0,0,2024-06-12 13:39:17,2024-06-12 13:39:17
3011,2,3030,27,C-3603-1300-15,55164904541,0,0,0,0,2024-06-12 13:39:17,2024-06-12 13:39:17
3012,2,4040,27,C-3603-1300-15,191500000,0,0,0,0,2024-06-12 13:39:17,2024-06-12 13:39:17
3013,2,6060,27,C-3603-1300-15,9000000000,0,0,0,0,2024-06-12 13:39:17,2024-06-12 13:39:17
3014,2,1010,27,C-3603-1300-15,142970000,0,0,0,0,2024-06-12 13:39:17,2024-06-12 13:39:17
3015,2,9101,27,C-3603-1300-15,292735000,0,0,0,0,2024-06-12 13:39:17,2024-06-12 13:39:17
3016,2,9127,27,C-3603-1300-15,147053000,0,0,0,0,2024-06-12 13:39:17,2024-06-12 13:39:17
3017,2,9201,27,C-3603-1300-15,158135000,0,0,0,0,2024-06-12 13:39:17,2024-06-12 13:39:17
3018,2,9202,27,C-3603-1300-15,146735000,0,0,0,0,2024-06-12 13:39:17,2024-06-12 13:39:17
3019,2,9203,27,C-3603-1300-15,156252500,0,0,0,0,2024-06-12 13:39:17,2024-06-12 13:39:17
3020,2,9204,27,C-3603-1300-15,237852500,0,0,0,0,2024-06-12 13:39:17,2024-06-12 13:39:17
3021,2,9205,27,C-3603-1300-15,223579300,0,0,0,0,2024-06-12 13:39:17,2024-06-12 13:39:17
3022,2,9206,27,C-3603-1300-15,160035554,0,0,0,0,2024-06-12 13:39:17,2024-06-12 13:39:17
3023,2,9301,27,C-3603-1300-15,298970000,0,0,0,0,2024-06-12 13:39:17,2024-06-12 13:39:17
3024,2,9401,27,C-3603-1300-15,262970000,0,0,0,0,2024-06-12 13:39:17,2024-06-12 13:39:17
3025,2,9402,27,C-3603-1300-15,258587500,0,0,0,0,2024-06-12 13:39:17,2024-06-12 13:39:17
3026,2,9501,27,C-3603-1300-15,151135000,0,0,0,0,2024-06-12 13:39:17,2024-06-12 13:39:17
3027,2,9502,27,C-3603-1300-15,197852500,0,0,0,0,2024-06-12 13:39:17,2024-06-12 13:39:17
3028,2,9504,27,C-3603-1300-15,147852500,0,0,0,0,2024-06-12 13:39:17,2024-06-12 13:39:17
